#E [MeV]  E**2*dN/dE [erg/cm2/s]  Error on (E**2*dN/dE) [erg/cm2/s]   
  2.2434e+05    5.9657e-12    6.0396e-12 
  2.2542e+05    5.8170e-12    5.8935e-12 
  2.2651e+05    5.6709e-12    5.7498e-12 
  2.2760e+05    5.5274e-12    5.6086e-12 
  2.2870e+05    5.3865e-12    5.4696e-12 
  2.2980e+05    5.2480e-12    5.3331e-12 
  2.3091e+05    5.1121e-12    5.1989e-12 
  2.3202e+05    4.9787e-12    5.0671e-12 
  2.3314e+05    4.8478e-12    4.9375e-12 
  2.3426e+05    4.7194e-12    4.8103e-12 
  2.3539e+05    4.5934e-12    4.6854e-12 
  2.3653e+05    4.4698e-12    4.5628e-12 
  2.3767e+05    4.3486e-12    4.4424e-12 
  2.3881e+05    4.2299e-12    4.3244e-12 
  2.3997e+05    4.1220e-12    4.2171e-12 
  2.4112e+05    4.0160e-12    4.1118e-12 
  2.4228e+05    3.9121e-12    4.0084e-12 
  2.4345e+05    3.8101e-12    3.9068e-12 
  2.4463e+05    3.7101e-12    3.8071e-12 
  2.4581e+05    3.6120e-12    3.7092e-12 
  2.4699e+05    3.5158e-12    3.6131e-12 
  2.4818e+05    3.4215e-12    3.5188e-12 
  2.4938e+05    3.3291e-12    3.4263e-12 
  2.5058e+05    3.2386e-12    3.3356e-12 
  2.5179e+05    3.1498e-12    3.2467e-12 
  2.5300e+05    3.0629e-12    3.1594e-12 
  2.5422e+05    2.9778e-12    3.0739e-12 
  2.5545e+05    2.8945e-12    2.9901e-12 
  2.5668e+05    2.8130e-12    2.9080e-12 
  2.5792e+05    2.7331e-12    2.8276e-12 
  2.5916e+05    2.6550e-12    2.7488e-12 
  2.6041e+05    2.5786e-12    2.6716e-12 
  2.6167e+05    2.5038e-12    2.5961e-12 
  2.6293e+05    2.4307e-12    2.5222e-12 
  2.6420e+05    2.3592e-12    2.4498e-12 
  2.6547e+05    2.2894e-12    2.3790e-12 
  2.6675e+05    2.2211e-12    2.3098e-12 
  2.6804e+05    2.1544e-12    2.2420e-12 
  2.6933e+05    2.0892e-12    2.1758e-12 
  2.7063e+05    2.0285e-12    2.1141e-12 
  2.7193e+05    1.9703e-12    2.0550e-12 
  2.7325e+05    1.9134e-12    1.9971e-12 
  2.7456e+05    1.8578e-12    1.9405e-12 
  2.7589e+05    1.8035e-12    1.8851e-12 
  2.7722e+05    1.7503e-12    1.8309e-12 
  2.7855e+05    1.6984e-12    1.7779e-12 
  2.7990e+05    1.6477e-12    1.7261e-12 
  2.8125e+05    1.5982e-12    1.6755e-12 
  2.8260e+05    1.5499e-12    1.6260e-12 
  2.8397e+05    1.5027e-12    1.5776e-12 
  2.8534e+05    1.4566e-12    1.5304e-12 
  2.8671e+05    1.4117e-12    1.4842e-12 
  2.8809e+05    1.3679e-12    1.4392e-12 
  2.8948e+05    1.3251e-12    1.3952e-12 
  2.9088e+05    1.2834e-12    1.3523e-12 
  2.9228e+05    1.2427e-12    1.3104e-12 
  2.9369e+05    1.2031e-12    1.2695e-12 
  2.9511e+05    1.1645e-12    1.2297e-12 
  2.9653e+05    1.1269e-12    1.1908e-12 
  2.9796e+05    1.0902e-12    1.1529e-12 
  2.9940e+05    1.0545e-12    1.1160e-12 
  3.0084e+05    1.0198e-12    1.0800e-12 
  3.0229e+05    9.8592e-13    1.0449e-12 
  3.0375e+05    9.5300e-13    1.0107e-12 
  3.0521e+05    9.2136e-13    9.7788e-13 
  3.0668e+05    8.9132e-13    9.4667e-13 
  3.0816e+05    8.6206e-13    9.1626e-13 
  3.0965e+05    8.3359e-13    8.8663e-13 
  3.1114e+05    8.0588e-13    8.5777e-13 
  3.1264e+05    7.7892e-13    8.2967e-13 
  3.1415e+05    7.5269e-13    8.0232e-13 
  3.1566e+05    7.2719e-13    7.7569e-13 
  3.1719e+05    7.0239e-13    7.4978e-13 
  3.1872e+05    6.7829e-13    7.2457e-13 
  3.2025e+05    6.5486e-13    7.0005e-13 
  3.2180e+05    6.3210e-13    6.7620e-13 
  3.2335e+05    6.0999e-13    6.5302e-13 
  3.2491e+05    5.8852e-13    6.3048e-13 
  3.2647e+05    5.6768e-13    6.0858e-13 
  3.2805e+05    5.4744e-13    5.8730e-13 
  3.2963e+05    5.2780e-13    5.6664e-13 
  3.3122e+05    5.0874e-13    5.4657e-13 
  3.3282e+05    4.9026e-13    5.2708e-13 
  3.3442e+05    4.7233e-13    5.0817e-13 
  3.3603e+05    4.5495e-13    4.8982e-13 
  3.3766e+05    4.3810e-13    4.7202e-13 
  3.3928e+05    4.2177e-13    4.5475e-13 
  3.4092e+05    4.0595e-13    4.3800e-13 
  3.4256e+05    3.9063e-13    4.2177e-13 
  3.4421e+05    3.7580e-13    4.0605e-13 
  3.4587e+05    3.6306e-13    3.9256e-13 
  3.4754e+05    3.5069e-13    3.7945e-13 
  3.4922e+05    3.3866e-13    3.6670e-13 
  3.5090e+05    3.2699e-13    3.5431e-13 
  3.5259e+05    3.1565e-13    3.4226e-13 
  3.5429e+05    3.0464e-13    3.3056e-13 
  3.5600e+05    2.9396e-13    3.1920e-13 
  3.5772e+05    2.8360e-13    3.0816e-13 
  3.5944e+05    2.7354e-13    2.9744e-13 
  3.6118e+05    2.6379e-13    2.8704e-13 
  3.6292e+05    2.5433e-13    2.7694e-13 
  3.6467e+05    2.4515e-13    2.6714e-13 
  3.6643e+05    2.3626e-13    2.5763e-13 
  3.6819e+05    2.2765e-13    2.4841e-13 
  3.6997e+05    2.1930e-13    2.3947e-13 
  3.7175e+05    2.1121e-13    2.3080e-13 
  3.7355e+05    2.0337e-13    2.2239e-13 
  3.7535e+05    1.9579e-13    2.1425e-13 
  3.7716e+05    1.8844e-13    2.0635e-13 
  3.7898e+05    1.8134e-13    1.9871e-13 
  3.8080e+05    1.7446e-13    1.9131e-13 
  3.8264e+05    1.6780e-13    1.8414e-13 
  3.8448e+05    1.6137e-13    1.7720e-13 
  3.8634e+05    1.5514e-13    1.7048e-13 
  3.8820e+05    1.4912e-13    1.6398e-13 
  3.9007e+05    1.4368e-13    1.5811e-13 
  3.9195e+05    1.3859e-13    1.5261e-13 
  3.9384e+05    1.3365e-13    1.4727e-13 
  3.9574e+05    1.2886e-13    1.4209e-13 
  3.9765e+05    1.2422e-13    1.3707e-13 
  3.9957e+05    1.1972e-13    1.3220e-13 
  4.0150e+05    1.1537e-13    1.2748e-13 
  4.0343e+05    1.1115e-13    1.2291e-13 
  4.0538e+05    1.0707e-13    1.1847e-13 
  4.0733e+05    1.0311e-13    1.1418e-13 
  4.0930e+05    9.9284e-14    1.1001e-13 
  4.1127e+05    9.5579e-14    1.0598e-13 
  4.1325e+05    9.1995e-14    1.0208e-13 
  4.1524e+05    8.8528e-14    9.8299e-14 
  4.1725e+05    8.5174e-14    9.4640e-14 
  4.1926e+05    8.1931e-14    9.1100e-14 
  4.2128e+05    7.8796e-14    8.7674e-14 
  4.2331e+05    7.5765e-14    8.4360e-14 
  4.2535e+05    7.2836e-14    8.1155e-14 
  4.2740e+05    7.0006e-14    7.8055e-14 
  4.2947e+05    6.7273e-14    7.5059e-14 
  4.3154e+05    6.4632e-14    7.2162e-14 
  4.3362e+05    6.2082e-14    6.9363e-14 
  4.3571e+05    5.9621e-14    6.6659e-14 
  4.3781e+05    5.7245e-14    6.4046e-14 
  4.3992e+05    5.5036e-14    6.1617e-14 
  4.4204e+05    5.3030e-14    5.9412e-14 
  4.4417e+05    5.1089e-14    5.7276e-14 
  4.4631e+05    4.9210e-14    5.5207e-14 
  4.4847e+05    4.7391e-14    5.3203e-14 
  4.5063e+05    4.5632e-14    5.1263e-14 
  4.5280e+05    4.3930e-14    4.9385e-14 
  4.5498e+05    4.2285e-14    4.7568e-14 
  4.5718e+05    4.0693e-14    4.5809e-14 
  4.5938e+05    3.9155e-14    4.4107e-14 
  4.6160e+05    3.7668e-14    4.2461e-14 
  4.6382e+05    3.6230e-14    4.0868e-14 
  4.6606e+05    3.4842e-14    3.9329e-14 
  4.6831e+05    3.3500e-14    3.7840e-14 
  4.7057e+05    3.2204e-14    3.6401e-14 
  4.7284e+05    3.0953e-14    3.5010e-14 
  4.7511e+05    2.9744e-14    3.3666e-14 
  4.7741e+05    2.8578e-14    3.2368e-14 
  4.7971e+05    2.7452e-14    3.1114e-14 
  4.8202e+05    2.6365e-14    2.9902e-14 
  4.8435e+05    2.5317e-14    2.8733e-14 
  4.8668e+05    2.4306e-14    2.7604e-14 
  4.8903e+05    2.3330e-14    2.6514e-14 
  4.9139e+05    2.2390e-14    2.5462e-14 
  4.9375e+05    2.1483e-14    2.4448e-14 
  4.9614e+05    2.0614e-14    2.3474e-14 
  4.9853e+05    1.9844e-14    2.2612e-14 
  5.0093e+05    1.9099e-14    2.1779e-14 
  5.0335e+05    1.8380e-14    2.0973e-14 
  5.0577e+05    1.7685e-14    2.0193e-14 
  5.0821e+05    1.7013e-14    1.9439e-14 
  5.1066e+05    1.6364e-14    1.8710e-14 
  5.1313e+05    1.5737e-14    1.8006e-14 
  5.1560e+05    1.5132e-14    1.7325e-14 
  5.1809e+05    1.4548e-14    1.6667e-14 
  5.2058e+05    1.3984e-14    1.6031e-14 
  5.2309e+05    1.3439e-14    1.5417e-14 
  5.2562e+05    1.2913e-14    1.4824e-14 
  5.2815e+05    1.2406e-14    1.4252e-14 
  5.3070e+05    1.1917e-14    1.3699e-14 
  5.3326e+05    1.1445e-14    1.3165e-14 
  5.3583e+05    1.0990e-14    1.2650e-14 
  5.3841e+05    1.0551e-14    1.2153e-14 
  5.4101e+05    1.0128e-14    1.1673e-14 
  5.4362e+05    9.7201e-15    1.1211e-14 
  5.4624e+05    9.3271e-15    1.0764e-14 
  5.4887e+05    8.9483e-15    1.0334e-14 
  5.5152e+05    8.5834e-15    9.9194e-15 
  5.5418e+05    8.2320e-15    9.5196e-15 
  5.5685e+05    7.8935e-15    9.1342e-15 
  5.5954e+05    7.5676e-15    8.7628e-15 
  5.6223e+05    7.2854e-15    8.4418e-15 
  5.6494e+05    7.0250e-15    8.1453e-15 
  5.6767e+05    6.7729e-15    7.8583e-15 
  5.7041e+05    6.5290e-15    7.5803e-15 
  5.7316e+05    6.2931e-15    7.3112e-15 
  5.7592e+05    6.0648e-15    7.0507e-15 
  5.7870e+05    5.8441e-15    6.7985e-15 
  5.8149e+05    5.6306e-15    6.5545e-15 
  5.8429e+05    5.4242e-15    6.3184e-15 
  5.8711e+05    5.2246e-15    6.0899e-15 
  5.8994e+05    5.0317e-15    5.8689e-15 
  5.9278e+05    4.8452e-15    5.6552e-15 
  5.9564e+05    4.6650e-15    5.4484e-15 
  5.9851e+05    4.4909e-15    5.2485e-15 
  6.0140e+05    4.3227e-15    5.0552e-15 
  6.0430e+05    4.1602e-15    4.8684e-15 
  6.0721e+05    4.0032e-15    4.6878e-15 
  6.1014e+05    3.8517e-15    4.5133e-15 
  6.1308e+05    3.7053e-15    4.3446e-15 
  6.1604e+05    3.5640e-15    4.1817e-15 
  6.1901e+05    3.4276e-15    4.0243e-15 
  6.2200e+05    3.2960e-15    3.8722e-15 
  6.2500e+05    3.1689e-15    3.7254e-15 
  6.2801e+05    3.0463e-15    3.5836e-15 
  6.3104e+05    2.9281e-15    3.4468e-15 
  6.3408e+05    2.8197e-15    3.3213e-15 
  6.3714e+05    2.7236e-15    3.2103e-15 
  6.4021e+05    2.6306e-15    3.1026e-15 
  6.4330e+05    2.5404e-15    2.9983e-15 
  6.4640e+05    2.4531e-15    2.8971e-15 
  6.4952e+05    2.3685e-15    2.7990e-15 
  6.5265e+05    2.2865e-15    2.7039e-15 
  6.5579e+05    2.2072e-15    2.6118e-15 
  6.5896e+05    2.1304e-15    2.5225e-15 
  6.6213e+05    2.0560e-15    2.4360e-15 
  6.6533e+05    1.9840e-15    2.3522e-15 
  6.6853e+05    1.9142e-15    2.2710e-15 
  6.7176e+05    1.8468e-15    2.1924e-15 
  6.7500e+05    1.7815e-15    2.1162e-15 
  6.7825e+05    1.7183e-15    2.0425e-15 
  6.8152e+05    1.6572e-15    1.9711e-15 
  6.8481e+05    1.5980e-15    1.9020e-15 
  6.8811e+05    1.5408e-15    1.8351e-15 
  6.9143e+05    1.4855e-15    1.7703e-15 
  6.9476e+05    1.4320e-15    1.7076e-15 
  6.9811e+05    1.3802e-15    1.6470e-15 
  7.0148e+05    1.3302e-15    1.5883e-15 
  7.0486e+05    1.2818e-15    1.5315e-15 
  7.0826e+05    1.2351e-15    1.4766e-15 
  7.1168e+05    1.1899e-15    1.4235e-15 
  7.1511e+05    1.1465e-15    1.3725e-15 
  7.1856e+05    1.1094e-15    1.3289e-15 
  7.2202e+05    1.0734e-15    1.2866e-15 
  7.2550e+05    1.0384e-15    1.2455e-15 
  7.2900e+05    1.0045e-15    1.2057e-15 
  7.3252e+05    9.7166e-16    1.1669e-15 
  7.3605e+05    9.3977e-16    1.1294e-15 
  7.3960e+05    9.0884e-16    1.0929e-15 
  7.4316e+05    8.7885e-16    1.0575e-15 
  7.4675e+05    8.4977e-16    1.0232e-15 
  7.5035e+05    8.2157e-16    9.8984e-16 
  7.5397e+05    7.9423e-16    9.5751e-16 
  7.5760e+05    7.6773e-16    9.2616e-16 
  7.6125e+05    7.4205e-16    8.9574e-16 
  7.6492e+05    7.1715e-16    8.6624e-16 
  7.6861e+05    6.9303e-16    8.3764e-16 
  7.7232e+05    6.6965e-16    8.0989e-16 
  7.7604e+05    6.4700e-16    7.8300e-16 
  7.7979e+05    6.2506e-16    7.5692e-16 
  7.8355e+05    6.0380e-16    7.3164e-16 
  7.8732e+05    5.8321e-16    7.0714e-16 
  7.9112e+05    5.6326e-16    6.8339e-16 
  7.9493e+05    5.4395e-16    6.6038e-16 
  7.9877e+05    5.2525e-16    6.3807e-16 
  8.0262e+05    5.0714e-16    6.1647e-16 
  8.0649e+05    4.8960e-16    5.9553e-16 
  8.1038e+05    4.7362e-16    5.7646e-16 
  8.1429e+05    4.5847e-16    5.5836e-16 
  8.1821e+05    4.4375e-16    5.4078e-16 
  8.2216e+05    4.2948e-16    5.2372e-16 
  8.2612e+05    4.1563e-16    5.0715e-16 
  8.3011e+05    4.0219e-16    4.9106e-16 
  8.3411e+05    3.8915e-16    4.7544e-16 
  8.3813e+05    3.7651e-16    4.6028e-16 
  8.4217e+05    3.6424e-16    4.4557e-16 
  8.4623e+05    3.5235e-16    4.3129e-16 
  8.5031e+05    3.4081e-16    4.1743e-16 
  8.5441e+05    3.2963e-16    4.0398e-16 
  8.5853e+05    3.1878e-16    3.9093e-16 
  8.6267e+05    3.0826e-16    3.7828e-16 
  8.6683e+05    2.9807e-16    3.6599e-16 
  8.7101e+05    2.8819e-16    3.5408e-16 
  8.7521e+05    2.7861e-16    3.4253e-16 
  8.7943e+05    2.6932e-16    3.3132e-16 
  8.8367e+05    2.6033e-16    3.2045e-16 
  8.8793e+05    2.5161e-16    3.0991e-16 
  8.9221e+05    2.4316e-16    2.9970e-16 
  8.9652e+05    2.3498e-16    2.8979e-16 
  9.0084e+05    2.2705e-16    2.8019e-16 
  9.0518e+05    2.1937e-16    2.7088e-16 
  9.0955e+05    2.1193e-16    2.6185e-16 
  9.1393e+05    2.0500e-16    2.5345e-16 
  9.1834e+05    1.9865e-16    2.4575e-16 
  9.2277e+05    1.9249e-16    2.3828e-16 
  9.2722e+05    1.8650e-16    2.3101e-16 
  9.3169e+05    1.8069e-16    2.2395e-16 
  9.3618e+05    1.7504e-16    2.1708e-16 
  9.4070e+05    1.6956e-16    2.1042e-16 
  9.4523e+05    1.6424e-16    2.0394e-16 
  9.4979e+05    1.5907e-16    1.9764e-16 
  9.5437e+05    1.5405e-16    1.9153e-16 
  9.5897e+05    1.4919e-16    1.8559e-16 
  9.6360e+05    1.4446e-16    1.7982e-16 
  9.6824e+05    1.3987e-16    1.7422e-16 
  9.7291e+05    1.3542e-16    1.6878e-16 
  9.7760e+05    1.3110e-16    1.6350e-16 
  9.8232e+05    1.2691e-16    1.5837e-16 
  9.8705e+05    1.2285e-16    1.5339e-16 
  9.9181e+05    1.1890e-16    1.4856e-16 
  9.9659e+05    1.1507e-16    1.4387e-16 
  1.0014e+06    1.1136e-16    1.3931e-16 
  1.0062e+06    1.0776e-16    1.3489e-16 
  1.0111e+06    1.0427e-16    1.3060e-16 
  1.0160e+06    1.0088e-16    1.2643e-16 
  1.0209e+06    9.7598e-17    1.2239e-16 
  1.0258e+06    9.4414e-17    1.1847e-16 
  1.0307e+06    9.1351e-17    1.1470e-16 
  1.0357e+06    8.8525e-17    1.1122e-16 
  1.0407e+06    8.5780e-17    1.0784e-16 
  1.0457e+06    8.3114e-17    1.0455e-16 
  1.0507e+06    8.0526e-17    1.0136e-16 
  1.0558e+06    7.8013e-17    9.8252e-17 
  1.0609e+06    7.5573e-17    9.5238e-17 
  1.0660e+06    7.3205e-17    9.2309e-17 
  1.0712e+06    7.0905e-17    8.9464e-17 
  1.0763e+06    6.8674e-17    8.6701e-17 
  1.0815e+06    6.6507e-17    8.4017e-17 
  1.0867e+06    6.4405e-17    8.1411e-17 
  1.0920e+06    6.2364e-17    7.8880e-17 
  1.0972e+06    6.0384e-17    7.6422e-17 
  1.1025e+06    5.8463e-17    7.4035e-17 
  1.1078e+06    5.6599e-17    7.1718e-17 
  1.1132e+06    5.4790e-17    6.9468e-17 
  1.1186e+06    5.3036e-17    6.7285e-17 
  1.1239e+06    5.1334e-17    6.5165e-17 
  1.1294e+06    4.9683e-17    6.3107e-17 
  1.1348e+06    4.8081e-17    6.1110e-17 
  1.1403e+06    4.6528e-17    5.9172e-17 
  1.1458e+06    4.5022e-17    5.7291e-17 
  1.1513e+06    4.3561e-17    5.5466e-17 
  1.1569e+06    4.2145e-17    5.3695e-17 
  1.1624e+06    4.0772e-17    5.1977e-17 
  1.1680e+06    3.9433e-17    5.0300e-17 
  1.1737e+06    3.8131e-17    4.8670e-17 
  1.1793e+06    3.6870e-17    4.7089e-17 
  1.1850e+06    3.5648e-17    4.5555e-17 
  1.1907e+06    3.4464e-17    4.4069e-17 
  1.1965e+06    3.3317e-17    4.2628e-17 
  1.2022e+06    3.2206e-17    4.1230e-17 
  1.2080e+06    3.1129e-17    3.9876e-17 
  1.2139e+06    3.0086e-17    3.8563e-17 
  1.2197e+06    2.9076e-17    3.7291e-17 
  1.2256e+06    2.8097e-17    3.6057e-17 
  1.2315e+06    2.7150e-17    3.4862e-17 
  1.2374e+06    2.6232e-17    3.3704e-17 
  1.2434e+06    2.5344e-17    3.2582e-17 
  1.2494e+06    2.4484e-17    3.1495e-17 
  1.2554e+06    2.3651e-17    3.0442e-17 
  1.2615e+06    2.2844e-17    2.9422e-17 
  1.2676e+06    2.2064e-17    2.8434e-17 
  1.2737e+06    2.1308e-17    2.7476e-17 
  1.2798e+06    2.0577e-17    2.6549e-17 
  1.2860e+06    1.9870e-17    2.5652e-17 
  1.2922e+06    1.9185e-17    2.4782e-17 
  1.2984e+06    1.8522e-17    2.3941e-17 
  1.3047e+06    1.7881e-17    2.3126e-17 
  1.3110e+06    1.7261e-17    2.2337e-17 
  1.3173e+06    1.6633e-17    2.1537e-17 
  1.3237e+06    1.5978e-17    2.0701e-17 
  1.3300e+06    1.5348e-17    1.9896e-17 
  1.3365e+06    1.4741e-17    1.9121e-17 
  1.3429e+06    1.4156e-17    1.8374e-17 
  1.3494e+06    1.3593e-17    1.7654e-17 
  1.3559e+06    1.3052e-17    1.6961e-17 
  1.3624e+06    1.2531e-17    1.6293e-17 
  1.3690e+06    1.2029e-17    1.5650e-17 
  1.3756e+06    1.1546e-17    1.5030e-17 
  1.3822e+06    1.1082e-17    1.4434e-17 
  1.3889e+06    1.0635e-17    1.3860e-17 
  1.3956e+06    1.0205e-17    1.3308e-17 
  1.4023e+06    9.7910e-18    1.2776e-17 
  1.4091e+06    9.3932e-18    1.2264e-17 
  1.4159e+06    9.0106e-18    1.1771e-17 
  1.4227e+06    8.6427e-18    1.1298e-17 
  1.4296e+06    8.2890e-18    1.0841e-17 
  1.4364e+06    7.9489e-18    1.0403e-17 
  1.4434e+06    7.6219e-18    9.9808e-18 
  1.4503e+06    7.3076e-18    9.5749e-18 
  1.4573e+06    7.0056e-18    9.1845e-18 
  1.4644e+06    6.7153e-18    8.8091e-18 
  1.4714e+06    6.4364e-18    8.4482e-18 
  1.4785e+06    6.1684e-18    8.1012e-18 
  1.4856e+06    5.9110e-18    7.7676e-18 
  1.4928e+06    5.6639e-18    7.4474e-18 
  1.5000e+06    5.4266e-18    7.1395e-18 
